REF_DATE,GEO,Type of crop,Average farm price (dollars per tonne),Average yield (kilograms per hectare),Production (metric tonnes),Seeded area (acres),Seeded area (hectares),Total farm value (dollars),value_per_hectare,value_per_tonne
1930,CA,Buckwheat,30.0,1195.0,237400.0,490300.0,198500.0,7124,0.03588916876574307,0.03000842459983151
1930,CA,Corn for grain,34.0,2255.0,148200.0,161400.0,65700.0,5054,0.07692541856925418,0.034102564102564105
1930,CA,Corn for silage,0.54,4326.875,1357550.0,426400.0,172300.0,17142,0.09948926291352292,0.012627159220654856
1930,CA,Flaxseed,37.0,550.0,128800.0,581800.0,234350.0,4741,0.02023042457862172,0.03680900621118013
1930,CA,Mixed grains,20.0,1860.0,903850.0,1201400.0,486200.0,18435,0.03791649526943645,0.020396083420921612
1930,CA,Oats,16.0,1215.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1930,CA,"Peas, dry",54.0,1240.0,64550.0,129400.0,52150.0,3487,0.06686481303930969,0.05402013942680093
1930,CA,"Rye, all",8.0,950.0,558500.0,1442000.0,586700.0,4402,0.00750298278506903,0.007881826320501342
1930,CA,"Rye, spring",7.0,990.0,133600.0,332000.0,135100.0,890,0.0065877128053293856,0.006661676646706587
1930,CA,Sugar beets,0.76,4326.875,423700.0,51610.0,20900.0,3209,0.15354066985645934,0.007573755015341043
1930,CA,Tame hay,1.11,3560.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1930,CA,"Wheat, all",18.0,1135.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1930,MA,Barley,8.0,1350.0,1088000.0,1442000.0,590725.0,8496,0.014382326801811333,0.007808823529411765
1930,MA,Buckwheat,33.0,790.0,950.0,2900.0,1200.0,31,0.025833333333333333,0.03263157894736842
1930,MA,Corn for silage,0.77,4326.875,68000.0,14000.0,5700.0,525,0.09210526315789473,0.007720588235294118
1930,MA,Flaxseed,41.0,410.0,18500.0,112000.0,45000.0,764,0.01697777777777778,0.041297297297297295
1930,MA,Mixed grains,11.0,1205.0,7100.0,14500.0,5900.0,80,0.013559322033898305,0.011267605633802818
1930,MA,Oats,14.0,1215.0,780000.0,1442000.0,590725.0,10618,0.017974522832113083,0.013612820512820513
1930,MA,"Peas, dry",38.0,1200.0,600.0,1300.0,500.0,23,0.046,0.03833333333333333
1930,MA,"Rye, all",9.0,1130.0,52100.0,113000.0,46100.0,472,0.010238611713665944,0.009059500959692898
1930,MA,"Rye, spring",9.0,1085.0,13100.0,30000.0,12100.0,119,0.009834710743801652,0.009083969465648855
1930,MA,Tame hay,0.81,4090.0,737000.0,449500.0,180000.0,5956,0.03308888888888889,0.008081411126187245
1930,MA,"Wheat, all",20.0,1185.0,1187000.0,1442000.0,590725.0,23980,0.04059418511151551,0.020202190395956193
1930,MP,Barley,30.0,1565.0,17050.0,27000.0,10900.0,503,0.046146788990825686,0.029501466275659825
1930,MP,Mixed grains,21.0,1865.0,29650.0,39300.0,15900.0,627,0.03943396226415094,0.021146711635750423
1930,MP,Oats,26.0,1250.0,259500.0,512900.0,207550.0,6853,0.0330185497470489,0.026408477842003855
1930,MP,Tame hay,1.23,3350.0,1357550.0,1356200.0,549000.0,22612,0.041187613843351546,0.01665647674118817
1930,MP,"Wheat, all",34.0,1240.0,21100.0,42200.0,17050.0,727,0.042639296187683286,0.034454976303317536
1930,NB,Barley,27.0,1610.0,7000.0,10800.0,4350.0,192,0.044137931034482755,0.027428571428571427
1930,NB,"Beans, all dry (white and coloured)",110.0,1335.0,1000.0,1900.0,750.0,110,0.14666666666666667,0.11
1930,NB,Buckwheat,30.0,1540.0,28150.0,45200.0,18300.0,840,0.04590163934426229,0.02984014209591474
1930,NB,Corn for silage,0.66,4326.875,37000.0,3700.0,1500.0,244,0.16266666666666665,0.0065945945945945945
1930,NB,Mixed grains,29.0,1970.0,3150.0,4000.0,1600.0,92,0.0575,0.029206349206349208
1930,NB,Oats,26.0,1240.0,111750.0,223000.0,90250.0,2898,0.03211080332409972,0.02593288590604027
1930,NB,"Peas, dry",76.0,1400.0,1050.0,1900.0,750.0,80,0.10666666666666667,0.0761904761904762
1930,NB,"Rye, all",35.0,1000.0,200.0,400.0,200.0,7,0.035,0.035
1930,NB,Tame hay,1.24,3340.0,742000.0,549200.0,222000.0,9203,0.04145495495495496,0.012402964959568732
1930,NB,"Wheat, all",37.0,1265.0,5050.0,9900.0,4000.0,186,0.0465,0.03683168316831683
1930,NS,Barley,32.0,1550.0,6750.0,10800.0,4350.0,217,0.049885057471264364,0.03214814814814815
1930,NS,"Beans, all dry (white and coloured)",113.0,1285.0,1350.0,2600.0,1050.0,152,0.14476190476190476,0.11259259259259259
1930,NS,Buckwheat,37.0,1275.0,3950.0,7600.0,3100.0,146,0.04709677419354839,0.0369620253164557
1930,NS,Corn for silage,0.76,4326.875,12000.0,1200.0,500.0,91,0.182,0.007583333333333333
1930,NS,Mixed grains,32.0,1685.0,3200.0,4700.0,1900.0,101,0.053157894736842105,0.0315625
1930,NS,Oats,36.0,1280.0,59650.0,115200.0,46600.0,2127,0.04564377682403434,0.0356580050293378
1930,NS,"Peas, dry",75.0,1335.0,400.0,800.0,300.0,30,0.1,0.075
1930,NS,"Rye, all",40.0,1000.0,100.0,200.0,100.0,4,0.04,0.04
1930,NS,Tame hay,1.27,3560.0,779000.0,540000.0,219000.0,9879,0.04510958904109589,0.012681643132220796
1930,NS,"Wheat, all",36.0,1215.0,2850.0,5800.0,2350.0,104,0.04425531914893617,0.036491228070175435
1930,ON,Barley,18.0,1845.0,455300.0,610000.0,246900.0,8155,0.033029566626164436,0.017911267296288162
1930,ON,"Beans, all dry (white and coloured)",77.0,895.0,24600.0,68000.0,27500.0,1901,0.06912727272727273,0.07727642276422764
1930,ON,Buckwheat,28.0,1110.0,123600.0,275000.0,111300.0,3406,0.030601976639712487,0.02755663430420712
1930,ON,Corn for grain,33.0,2470.0,131000.0,130000.0,53000.0,4377,0.08258490566037736,0.03341221374045802
1930,ON,Corn for silage,0.5,4326.875,1357550.0,312000.0,126000.0,11786,0.09353968253968253,0.008681816507679276
1930,ON,Flaxseed,57.0,620.0,1300.0,5200.0,2100.0,74,0.035238095238095235,0.05692307692307692
1930,ON,Mixed grains,20.0,1975.0,765700.0,958000.0,387700.0,15005,0.03870260510704153,0.01959644769491968
1930,ON,Oats,19.0,1505.0,1357550.0,1442000.0,590725.0,29245,0.04950696178424817,0.021542484623034142
1930,ON,"Peas, dry",46.0,1330.0,43050.0,80000.0,32350.0,1976,0.06108191653786708,0.045900116144018586
1930,ON,"Rye, all",22.0,1110.0,23800.0,53000.0,21400.0,515,0.024065420560747664,0.021638655462184873
1930,ON,Sugar beets,0.77,4326.875,308400.0,38000.0,15400.0,2380,0.15454545454545454,0.007717250324254216
1930,ON,Tame hay,1.16,3770.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1930,ON,"Wheat, all",26.0,1750.0,550300.0,776000.0,314100.0,14563,0.04636421521808341,0.026463747047065236
1930,ON,"Wheat, spring",26.0,1480.0,59300.0,99000.0,40100.0,1569,0.03912718204488778,0.02645868465430017
1930,PP,Barley,7.0,1240.0,1357550.0,1442000.0,590725.0,16019,0.027117525075119556,0.011799933704099297
1930,PP,Corn for silage,0.78,4326.875,118000.0,31900.0,12900.0,917,0.07108527131782946,0.007771186440677966
1930,PP,Flaxseed,36.0,550.0,126100.0,571000.0,230000.0,4553,0.019795652173913044,0.036106264869151465
1930,PP,Mixed grains,10.0,1265.0,28300.0,55400.0,22400.0,271,0.012098214285714285,0.009575971731448763
1930,PP,Oats,10.0,1170.0,1357550.0,1442000.0,590725.0,41135,0.06963477083245165,0.030300909727081875
1930,PP,"Peas, dry",41.0,1155.0,1850.0,4200.0,1600.0,75,0.046875,0.04054054054054054
1930,PP,"Rye, all",7.0,945.0,523600.0,1370000.0,555100.0,3557,0.006407854440641326,0.006793353705118411
1930,PP,Sugar beets,0.72,4326.875,115300.0,13610.0,5500.0,829,0.15072727272727274,0.007189939288811795
1930,PP,Tame hay,0.91,3620.0,1357550.0,1306800.0,530000.0,17525,0.033066037735849055,0.012909285109204081
1930,PP,"Wheat, all",17.0,1115.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1930,PEI,Barley,28.0,1500.0,3300.0,5400.0,2200.0,94,0.042727272727272725,0.028484848484848484
1930,PEI,Buckwheat,29.0,1455.0,1600.0,2700.0,1100.0,47,0.042727272727272725,0.029375
1930,PEI,Corn for silage,0.8,2333.0,7000.0,800.0,300.0,56,0.18666666666666668,0.008
1930,PEI,Mixed grains,19.0,1880.0,23300.0,30600.0,12400.0,434,0.035,0.018626609442060085
1930,PEI,Oats,21.0,1245.0,88100.0,174700.0,70700.0,1828,0.025855728429985857,0.020749148694665154
1930,PEI,"Peas, dry",67.0,1500.0,150.0,300.0,100.0,10,0.1,0.06666666666666667
1930,PEI,Tame hay,1.1,2960.0,320000.0,267000.0,108000.0,3530,0.032685185185185185,0.01103125
1930,PEI,"Wheat, all",33.0,1235.0,13200.0,26500.0,10700.0,437,0.0408411214953271,0.033106060606060604
1930,QU,Barley,30.0,1265.0,80100.0,156700.0,63400.0,2391,0.03771293375394322,0.029850187265917604
1930,QU,"Beans, all dry (white and coloured)",92.0,1160.0,11300.0,24100.0,9750.0,1040,0.10666666666666667,0.0920353982300885
1930,QU,Buckwheat,34.0,1245.0,79150.0,156900.0,63500.0,2654,0.041795275590551184,0.033531269740998106
1930,QU,Corn for grain,39.0,1355.0,17200.0,31400.0,12700.0,677,0.05330708661417323,0.03936046511627907
1930,QU,Corn for silage,0.66,4326.875,544000.0,70800.0,28700.0,3600,0.1254355400696864,0.006617647058823529
1930,QU,Flaxseed,85.0,605.0,1300.0,5300.0,2150.0,110,0.05116279069767442,0.08461538461538462
1930,QU,Mixed grains,32.0,1315.0,76600.0,143700.0,58200.0,2439,0.04190721649484536,0.031840731070496085
1930,QU,Oats,30.0,1015.0,780900.0,1442000.0,590725.0,23798,0.040286089127766725,0.030475092841593034
1930,QU,"Peas, dry",77.0,980.0,15150.0,38200.0,15450.0,1168,0.07559870550161812,0.0770957095709571
1930,QU,"Rye, all",30.0,1100.0,7800.0,17500.0,7100.0,232,0.03267605633802817,0.029743589743589743
1930,QU,Tame hay,1.02,3380.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1930,QU,"Wheat, all",35.0,1200.0,28600.0,58700.0,23800.0,998,0.0419327731092437,0.034895104895104896
1930,SK,Barley,6.0,1080.0,882000.0,1442000.0,590725.0,4863,0.008232256972364467,0.005513605442176871
1930,SK,"Beans, all dry (white and coloured)",69.0,875.0,350.0,1000.0,400.0,24,0.06,0.06857142857142857
1930,SK,Corn for silage,0.78,605.0,26000.0,10700.0,4300.0,203,0.0472093023255814,0.007807692307692308
1930,SK,Flaxseed,35.0,570.0,99100.0,431000.0,174000.0,3471,0.019948275862068966,0.03502522704339051
1930,SK,Mixed grains,10.0,1055.0,9800.0,23000.0,9300.0,96,0.01032258064516129,0.009795918367346938
1930,SK,Oats,10.0,1055.0,1357550.0,1442000.0,590725.0,18826,0.0318693131321681,0.013867629184928731
1930,SK,"Peas, dry",41.0,1165.0,700.0,1600.0,600.0,29,0.04833333333333333,0.041428571428571426
1930,SK,"Rye, all",7.0,925.0,377600.0,1010000.0,409000.0,2528,0.006180929095354523,0.006694915254237288
1930,SK,"Rye, spring",7.0,980.0,76600.0,192000.0,78000.0,512,0.006564102564102564,0.006684073107049608
1930,SK,Tame hay,0.92,3430.0,651000.0,472300.0,190000.0,6006,0.03161052631578947,0.009225806451612903
1930,SK,"Wheat, all",17.0,970.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1931,AB,Barley,10.0,1575.0,453000.0,710500.0,288000.0,4368,0.015166666666666667,0.009642384105960265
1931,AB,"Beans, all dry (white and coloured)",47.0,750.0,150.0,500.0,200.0,7,0.035,0.04666666666666667
1931,AB,Corn for silage,0.43,4326.875,12000.0,3300.0,1300.0,52,0.04,0.004333333333333333
1931,AB,Flaxseed,28.0,425.0,5100.0,30500.0,12000.0,144,0.012,0.02823529411764706
1931,AB,Mixed grains,9.0,1835.0,12100.0,16400.0,6600.0,113,0.01712121212121212,0.009338842975206612
1931,AB,Oats,12.0,1400.0,1357550.0,1442000.0,590725.0,16290,0.027576283380591645,0.011999558027328643
1931,AB,"Peas, dry",60.0,750.0,150.0,400.0,200.0,9,0.045,0.06
1931,AB,"Rye, all",9.0,435.0,27400.0,153900.0,63000.0,242,0.003841269841269841,0.008832116788321168
1931,AB,"Rye, spring",9.0,495.0,12400.0,60600.0,25000.0,108,0.00432,0.008709677419354838
1931,AB,Sugar beets,0.71,4326.875,95500.0,11955.0,4800.0,679,0.14145833333333332,0.007109947643979058
1931,AB,Tame hay,0.89,3920.0,470000.0,297000.0,120000.0,4195,0.034958333333333334,0.008925531914893616
1931,AB,"Wheat, all",13.0,1190.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1931,BC,Barley,23.0,1790.0,6800.0,9400.0,3800.0,156,0.04105263157894737,0.022941176470588236
1931,BC,"Beans, all dry (white and coloured)",60.0,1335.0,400.0,700.0,300.0,24,0.08,0.06
1931,BC,Corn for silage,0.67,4326.875,36000.0,4000.0,1600.0,240,0.15,0.006666666666666667
1931,BC,Flaxseed,30.0,1000.0,100.0,300.0,100.0,3,0.03,0.03
1931,BC,Mixed grains,21.0,2110.0,1900.0,2200.0,900.0,39,0.043333333333333335,0.020526315789473684
1931,BC,Oats,25.0,1930.0,68000.0,87100.0,35200.0,1676,0.047613636363636365,0.02464705882352941
1931,BC,"Peas, dry",51.0,1680.0,1850.0,2800.0,1100.0,95,0.08636363636363636,0.051351351351351354
1931,BC,"Rye, all",21.0,1315.0,2100.0,3900.0,1600.0,45,0.028125,0.02142857142857143
1931,BC,Tame hay,1.48,4326.875,383000.0,192700.0,78000.0,5674,0.07274358974358974,0.014814621409921671
1931,BC,"Wheat, all",24.0,1625.0,43000.0,65400.0,26500.0,1043,0.039358490566037733,0.024255813953488373
1931,CA,Barley,12.0,955.0,1357550.0,1442000.0,590725.0,17465,0.029565364594354396,0.012865087842068431
1931,CA,"Beans, all dry (white and coloured)",26.0,1035.0,35600.0,85200.0,34400.0,941,0.027354651162790698,0.026432584269662922
1931,CA,Buckwheat,23.0,1110.0,150600.0,335500.0,135850.0,3454,0.025425101214574898,0.022934926958831342
1931,CA,Corn for grain,16.0,2580.0,138600.0,131800.0,53700.0,2274,0.0423463687150838,0.016406926406926408
1931,CA,Corn for silage,0.44,4326.875,1357550.0,335300.0,136050.0,11416,0.08391032708563029,0.008409266693676108
1931,CA,Flaxseed,31.0,240.0,62650.0,648000.0,261850.0,1944,0.007424097765896505,0.031029529130087788
1931,CA,Mixed grains,18.0,1665.0,804700.0,1195600.0,483950.0,14453,0.02986465543961153,0.017960730707095814
1931,CA,Oats,15.0,975.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1931,CA,"Peas, dry",31.0,1135.0,37250.0,81000.0,32800.0,1160,0.03536585365853658,0.031140939597315436
1931,CA,"Rye, all",11.0,415.0,134200.0,798600.0,323900.0,1476,0.004556962025316456,0.010998509687034277
1931,CA,"Rye, spring",9.0,450.0,32500.0,176100.0,72100.0,292,0.004049930651872399,0.008984615384615384
1931,CA,Sugar beets,0.67,4326.875,395500.0,43337.0,17500.0,2663,0.15217142857142857,0.006733249051833123
1931,CA,Tame hay,0.86,3690.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1931,CA,"Wheat, all",14.0,820.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1931,MA,Barley,10.0,735.0,335000.0,1128800.0,457000.0,3234,0.007076586433260394,0.009653731343283583
1931,MA,Buckwheat,25.0,855.0,1200.0,3400.0,1400.0,30,0.02142857142857143,0.025
1931,MA,Corn for silage,0.5,4326.875,25000.0,7300.0,3000.0,126,0.042,0.00504
1931,MA,Flaxseed,32.0,215.0,8900.0,101400.0,41000.0,284,0.006926829268292683,0.03191011235955056
1931,MA,Mixed grains,10.0,1000.0,4700.0,11600.0,4700.0,49,0.010425531914893617,0.010425531914893617
1931,MA,Oats,12.0,640.0,393000.0,1442000.0,590725.0,4845,0.008201785941004697,0.01232824427480916
1931,MA,"Peas, dry",37.0,1750.0,350.0,500.0,200.0,13,0.065,0.037142857142857144
1931,MA,"Rye, all",10.0,825.0,16600.0,50400.0,20100.0,158,0.007860696517412936,0.009518072289156626
1931,MA,"Rye, spring",9.0,755.0,4600.0,15000.0,6100.0,43,0.007049180327868852,0.009347826086956522
1931,MA,Tame hay,0.87,3270.0,392000.0,295600.0,120000.0,3391,0.028258333333333333,0.008650510204081632
1931,MA,"Wheat, all",15.0,720.0,765000.0,1442000.0,590725.0,11526,0.019511617080705913,0.015066666666666667
1931,MP,Barley,26.0,1485.0,12900.0,21600.0,8700.0,333,0.038275862068965515,0.025813953488372093
1931,MP,Mixed grains,18.0,1700.0,18300.0,26400.0,10750.0,322,0.029953488372093023,0.017595628415300546
1931,MP,Oats,24.0,1215.0,222450.0,452100.0,182950.0,5398,0.029505329324952173,0.02426612721959991
1931,MP,Tame hay,0.94,3210.0,1357550.0,1247600.0,505000.0,15227,0.030152475247524752,0.011216529777908733
1931,MP,"Wheat, all",31.0,1130.0,14150.0,30900.0,12500.0,445,0.0356,0.031448763250883395
1931,NB,Barley,24.0,1530.0,6200.0,10000.0,4050.0,151,0.03728395061728395,0.024354838709677418
1931,NB,"Beans, all dry (white and coloured)",73.0,1335.0,400.0,800.0,300.0,29,0.09666666666666666,0.0725
1931,NB,Buckwheat,28.0,900.0,15550.0,42700.0,17300.0,429,0.024797687861271678,0.027588424437299034
1931,NB,Corn for silage,0.48,4326.875,4000.0,400.0,150.0,19,0.12666666666666668,0.00475
1931,NB,Mixed grains,19.0,1535.0,1150.0,1800.0,750.0,22,0.029333333333333333,0.019130434782608695
1931,NB,Oats,25.0,1175.0,103600.0,217900.0,88200.0,2553,0.028945578231292516,0.024642857142857143
1931,NB,Tame hay,0.77,2870.0,689000.0,592800.0,240000.0,5320,0.022166666666666668,0.0077213352685050795
1931,NB,"Wheat, all",32.0,1185.0,3850.0,8000.0,3250.0,122,0.03753846153846154,0.03168831168831169
1931,NS,Barley,29.0,1525.0,4800.0,7800.0,3150.0,139,0.044126984126984126,0.028958333333333332
1931,NS,Buckwheat,36.0,1120.0,1900.0,4200.0,1700.0,69,0.04058823529411765,0.03631578947368421
1931,NS,Corn for silage,0.62,4326.875,5000.0,500.0,200.0,31,0.155,0.0062
1931,NS,Mixed grains,25.0,1655.0,2650.0,3900.0,1600.0,65,0.040625,0.024528301886792454
1931,NS,Oats,32.0,1295.0,44800.0,85400.0,34550.0,1453,0.04205499276410998,0.03243303571428571
1931,NS,Tame hay,1.1,3540.0,602000.0,420100.0,170000.0,6640,0.039058823529411764,0.011029900332225914
1931,NS,"Wheat, all",33.0,1175.0,1350.0,2900.0,1150.0,44,0.03826086956521739,0.03259259259259259
1931,ON,Barley,17.0,1615.0,293800.0,449300.0,181800.0,4992,0.027458745874587458,0.016991150442477877
1931,ON,"Beans, all dry (white and coloured)",21.0,1005.0,31400.0,77200.0,31200.0,668,0.02141025641025641,0.02127388535031847
1931,ON,Buckwheat,19.0,1045.0,79500.0,187600.0,75900.0,1533,0.020197628458498023,0.01928301886792453
1931,ON,Corn for grain,16.0,2625.0,134000.0,125100.0,51000.0,2106,0.04129411764705882,0.015716417910447762
1931,ON,Corn for silage,0.44,4326.875,1357550.0,270600.0,110000.0,9256,0.08414545454545455,0.006818165076792752
1931,ON,Flaxseed,41.0,865.0,1950.0,5500.0,2250.0,80,0.035555555555555556,0.041025641025641026
1931,ON,Mixed grains,18.0,1730.0,708000.0,1012100.0,409600.0,12487,0.03048583984375,0.017637005649717513
1931,ON,Oats,16.0,1265.0,1210900.0,1442000.0,590725.0,19630,0.03323035253290448,0.01621108266578578
1931,ON,"Peas, dry",23.0,1125.0,27200.0,59800.0,24200.0,629,0.025991735537190083,0.023125
1931,ON,"Rye, all",16.0,1110.0,25400.0,56600.0,22900.0,419,0.018296943231441046,0.016496062992125984
1931,ON,Sugar beets,0.66,4326.875,300000.0,31382.0,12700.0,1984,0.1562204724409449,0.006613333333333333
1931,ON,Tame hay,0.94,3820.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1931,ON,"Wheat, all",19.0,1835.0,469500.0,633500.0,256000.0,8968,0.03503125,0.019101171458998936
1931,ON,"Wheat, spring",19.0,1390.0,55500.0,98800.0,40000.0,1061,0.026525,0.019117117117117118
1931,PP,Barley,10.0,845.0,1100000.0,1442000.0,590725.0,10613,0.017966058656735368,0.009648181818181818
1931,PP,Corn for silage,0.49,4326.875,45000.0,15400.0,6200.0,220,0.035483870967741936,0.004888888888888889
1931,PP,Flaxseed,30.0,230.0,60200.0,641000.0,259000.0,1829,0.007061776061776062,0.03038205980066445
1931,PP,Mixed grains,10.0,1175.0,21700.0,45700.0,18500.0,208,0.011243243243243243,0.009585253456221198
1931,PP,Oats,12.0,845.0,1357550.0,1442000.0,590725.0,33321,0.05640695755216048,0.02454495230378255
1931,PP,"Peas, dry",44.0,1100.0,550.0,1200.0,500.0,24,0.048,0.04363636363636364
1931,PP,"Rye, all",9.0,350.0,104500.0,732600.0,297100.0,952,0.0032043083136990913,0.009110047846889952
1931,PP,Sugar beets,0.71,4326.875,95500.0,11955.0,4800.0,679,0.14145833333333332,0.007109947643979058
1931,PP,Tame hay,0.86,3400.0,1053000.0,766100.0,310000.0,9094,0.02933548387096774,0.00863627730294397
1931,PP,"Wheat, all",14.0,790.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1931,PEI,Barley,23.0,1265.0,1900.0,3800.0,1500.0,43,0.028666666666666667,0.022631578947368423
1931,PEI,Buckwheat,23.0,1465.0,1100.0,1900.0,750.0,25,0.03333333333333333,0.022727272727272728
1931,PEI,Corn for silage,0.4,2000.0,2000.0,300.0,100.0,8,0.08,0.004
1931,PEI,Mixed grains,16.0,1725.0,14500.0,20800.0,8400.0,235,0.027976190476190477,0.016206896551724137
1931,PEI,Oats,19.0,1230.0,74050.0,148800.0,60200.0,1392,0.023122923588039867,0.018798109385550304
1931,PEI,Tame hay,0.99,3460.0,329000.0,234700.0,95000.0,3267,0.034389473684210525,0.009930091185410335
1931,PEI,"Wheat, all",31.0,1105.0,8950.0,20000.0,8100.0,279,0.034444444444444444,0.0311731843575419
1931,QU,Barley,26.0,1360.0,53300.0,96800.0,39200.0,1371,0.03497448979591837,0.025722326454033773
1931,QU,"Beans, all dry (white and coloured)",67.0,1360.0,3200.0,5800.0,2350.0,213,0.09063829787234043,0.0665625
1931,QU,Buckwheat,27.0,1325.0,51350.0,95800.0,38800.0,1368,0.03525773195876289,0.026640701071080818
1931,QU,Corn for grain,37.0,1705.0,4600.0,6700.0,2700.0,168,0.06222222222222222,0.036521739130434785
1931,QU,Corn for silage,0.39,4326.875,425000.0,44100.0,17800.0,1642,0.09224719101123595,0.0038635294117647058
1931,QU,Flaxseed,80.0,800.0,400.0,1200.0,500.0,32,0.064,0.08
1931,QU,Mixed grains,25.0,1240.0,54800.0,109100.0,44200.0,1397,0.03160633484162896,0.025492700729927008
1931,QU,Oats,25.0,1085.0,728300.0,1442000.0,590725.0,17945,0.030377925430614922,0.024639571605107786
1931,QU,"Peas, dry",54.0,1095.0,7650.0,17300.0,7000.0,412,0.05885714285714286,0.053856209150326795
1931,QU,"Rye, all",27.0,955.0,2200.0,5600.0,2300.0,60,0.02608695652173913,0.02727272727272727
1931,QU,Tame hay,0.72,3710.0,1357550.0,1442000.0,590725.0,40551,0.06864615514833468,0.029870722993628227
1931,QU,"Wheat, all",28.0,1365.0,21700.0,39200.0,15900.0,614,0.038616352201257864,0.028294930875576038
1931,SK,Barley,10.0,560.0,312000.0,1375000.0,556000.0,3011,0.0054154676258992805,0.009650641025641025
1931,SK,"Beans, all dry (white and coloured)",20.0,1000.0,50.0,100.0,50.0,1,0.02,0.02
1931,SK,Corn for silage,0.53,421.0,8000.0,4700.0,1900.0,42,0.022105263157894735,0.00525
1931,SK,Flaxseed,30.0,225.0,46200.0,509100.0,206000.0,1401,0.006800970873786408,0.030324675324675324
1931,SK,Mixed grains,9.0,680.0,4900.0,17800.0,7200.0,46,0.006388888888888889,0.009387755102040816
1931,SK,Oats,12.0,600.0,1044000.0,1442000.0,590725.0,12186,0.02062888823056414,0.011672413793103449
1931,SK,"Peas, dry",40.0,500.0,50.0,200.0,100.0,2,0.02,0.04
1931,SK,"Rye, all",9.0,285.0,60500.0,528300.0,214000.0,552,0.0025794392523364484,0.00912396694214876
1931,SK,"Rye, spring",9.0,380.0,15500.0,100500.0,41000.0,141,0.0034390243902439025,0.009096774193548388
1931,SK,Tame hay,0.79,2730.0,191000.0,173500.0,70000.0,1508,0.02154285714285714,0.007895287958115184
1931,SK,"Wheat, all",14.0,595.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1932,AB,Barley,7.0,1510.0,429000.0,701300.0,284000.0,3152,0.011098591549295775,0.0073473193473193475
1932,AB,"Beans, all dry (white and coloured)",27.0,750.0,150.0,500.0,200.0,4,0.02,0.02666666666666667
1932,AB,Corn for silage,0.38,4326.875,24000.0,4500.0,1800.0,91,0.050555555555555555,0.0037916666666666667
1932,AB,Flaxseed,23.0,565.0,5100.0,23000.0,9000.0,118,0.013111111111111112,0.023137254901960783
1932,AB,Mixed grains,7.0,1460.0,14900.0,25300.0,10200.0,102,0.01,0.006845637583892617
1932,AB,Oats,8.0,1430.0,1357550.0,1442000.0,590725.0,13195,0.02233695882178679,0.009719715664248094
1932,AB,"Peas, dry",27.0,750.0,150.0,400.0,200.0,4,0.02,0.02666666666666667
1932,AB,"Rye, all",11.0,515.0,38200.0,183100.0,74000.0,426,0.005756756756756757,0.011151832460732983
1932,AB,"Rye, spring",11.0,450.0,11200.0,62000.0,25000.0,123,0.00492,0.010982142857142857
1932,AB,Sugar beets,0.64,4326.875,136700.0,13929.0,5600.0,879,0.15696428571428572,0.006430138990490124
1932,AB,Tame hay,0.76,3740.0,449000.0,288100.0,120000.0,3426,0.02855,0.007630289532293987
1932,AB,"Wheat, all",12.0,1370.0,1357550.0,1442000.0,590725.0,48299,0.08176224131364002,0.035578063423078336
1932,BC,Barley,19.0,1660.0,6300.0,9300.0,3800.0,118,0.03105263157894737,0.01873015873015873
1932,BC,"Beans, all dry (white and coloured)",47.0,1835.0,550.0,800.0,300.0,26,0.08666666666666667,0.04727272727272727
1932,BC,Corn for silage,0.66,4326.875,48000.0,4200.0,1700.0,318,0.18705882352941178,0.006625
1932,BC,Flaxseed,20.0,1000.0,100.0,300.0,100.0,2,0.02,0.02
1932,BC,Mixed grains,19.0,2040.0,2450.0,3000.0,1200.0,46,0.03833333333333333,0.018775510204081632
1932,BC,Oats,22.0,1860.0,68200.0,90800.0,36700.0,1503,0.04095367847411444,0.022038123167155425
1932,BC,"Peas, dry",46.0,1845.0,2400.0,3100.0,1300.0,110,0.08461538461538462,0.04583333333333333
1932,BC,"Rye, all",17.0,1250.0,2000.0,3900.0,1600.0,34,0.02125,0.017
1932,BC,Tame hay,1.36,4326.875,375000.0,187800.0,76000.0,5093,0.06701315789473684,0.013581333333333334
1932,BC,"Wheat, all",22.0,1545.0,38300.0,61200.0,24800.0,845,0.03407258064516129,0.02206266318537859
1932,CA,Barley,11.0,1155.0,1357550.0,1442000.0,590725.0,18855,0.03191840534935884,0.013888991197377628
